name,date,slice_s_idx,slice_e_idx,start_time,end_time,ellipse_d_max,Euclidean_d_max,Feret_d_max,area,perimeter,circularity,probe,first_diode_trunc,last_diode_trunc,image_trunc,aspect_ratio,wind_w,pres,alt,temp,LWC,IWC
832947_3_25ch0,220725,832947,832955,21:07.5,21:07.5,130.681135,100,120.4159458,3600,267.2792206,1.579130521,ch0,0,0,0,3.157835054,-2.026036,396.0013,7686.0933,257.85144,0.004015398,0.09571384
867221_2_25ch0,220725,867221,867233,21:16.3,21:16.3,172.7133237,144.222051,158.113883,3500,274.4974747,1.713163443,ch0,0,0,0,3.542902523,-1.8253608,396.57178,7677.226,257.96457,0.002276515,0.03325189
867221_3_25ch0,220725,867221,867239,21:16.3,21:16.3,305.414137,303.644529,315.7530681,36000,1021.18795,2.305148978,ch0,0,0,0,1.911911819,-1.8253608,396.57178,7677.226,257.96457,0.002276515,0.03325189
1201988_1_25ch0,220725,1201988,1202009,25:50.0,25:50.0,277.0447075,215.8703314,225.6102835,4400,407.2792206,3.000004909,ch0,0,0,0,3.245147121,-1.9039223,356.58783,8473.768,252.68929,0.015196937,0.23326357
1201988_2_25ch0,220725,1201988,1202008,25:50.0,25:50.0,343.3999388,343.6568055,353.5533906,52000,1059.827561,1.718926118,ch0,0,0,0,1.733835456,-1.9039223,356.58783,8473.768,252.68929,0.015196937,0.23326357
1203352_1_25ch0,220725,1203352,1203361,25:50.0,25:50.0,126.5813486,100,116.6190379,3000,234.4974747,1.458630269,ch0,0,0,0,3.162507328,-1.9039223,356.58783,8473.768,252.68929,0.012589383,0.29262584
1203352_2_25ch0,220725,1203352,1203367,25:50.0,25:50.0,205.621179,205.9126028,214.7091055,17700,802.8427125,2.897862726,ch0,0,0,0,1.335335151,-1.9039223,356.58783,8473.768,252.68929,0.012589383,0.29262584
1229138_1_25ch0,220725,1229138,1229145,25:51.0,25:51.0,151.2230981,120.8304597,138.9244399,4000,277.2792206,1.529553929,ch0,0,0,0,3.749567165,-1.5077727,356.65063,8472.819,252.70132,0.001123358,0.34225285
1229138_2_25ch0,220725,1229138,1229152,25:51.0,25:51.0,236.9098141,225.6102835,237.6972865,19600,872.1930009,3.088582875,ch0,0,0,0,1.635323666,-1.5077727,356.65063,8472.819,252.70132,0.001123358,0.34225285
1319552_1_25ch0,220725,1319552,1319560,25:54.4,25:54.4,123.2687712,100,120.4159458,4800,327.2792206,1.775766109,ch0,0,0,0,2.096362861,-1.0862921,356.82156,8468.344,252.39249,0.008720556,0.3785112
